"recno","memnum","a1_1","a1_2","a1_3","a1_4","age","a1_5","a1_6","a1_7","a1_8","a1_9","a2_1","a2_2","a2_3","a2_4","b1_1","b1_2","b1_3","b1_4","b1_5","b1_6","b1_7","b1_8","b1_9","z4","c25_1","c25_2","c25_3","c25_4","c25_5","c25_6","c25_7","c25_8","c25_9","c25_10","e1_2","e1_3","e1_4","e1_5","e1_6","e1_7","e2_2","e2_3","e2_4","e2_5","e2_6","e2_7","e2_8","e2_9","e2_10","e2_11","e2_12","e2_13","e2_14","e2_15","e2_16","e2_17","e2_18","e2_19","e2_20","e2_20drm","c25_11","e2_21","e2_22","e2_22drm","e2_23","e2_24","e2_24drm","e2_25","e2_26","e2_26drm","e2_27","e2_28","e2_28drm","e2_29","e2_30","e2_30drm","e2_31","e2_32","e2_33","e2_34","e2_35","e2_35drm","e2_36","e2_37","e2_38","e3_2","e3_3","e3_4","e3_5","e3_6","e3_7","e3_8","e3_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i1_11","i1_12","i1_13","i1_14","i1_15","i1_16","i1_17","i1_18","i1_19","i1_20","i1_21","i1_22","i1_23","i1_24","i1_25","i1_26","i1_27","i1_28","i1_29","i1_30","i1_31","i1_32","i1_33","i1_34","i1_35","i1_36","i1_37","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i2_11","i2_12","i2_13","i2_14","k1_1","k1_2","k1_3","k1_4","k1_5","k1_6","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","date"
2656,5,1,5,5,2013,2,,1,,,,,,,,,,,,,,,,,10,1,,1,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,1,3000,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2656,6,1,5,10,2014,0,,1,,,,,,,,,,,,,,,,,10,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,1,4000,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2657,1,1,1,2,1952,63,1,1,,,7,5,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,7,,4,6,4,2,2,,,,,,,,,,,3,1,3,5,1,,7,4,1,,7
2657,2,2,2,5,1956,59,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,7,,4,6,4,1,,,86,1,,4,3,1,1,42,2,,,,,,,,,,,7
2657,3,1,3,9,1977,37,2,1,,,6,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,4,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,7,,4,6,4,2,2,,,,,,,,,,,2,1,10,3,1,,6,3,1,,7
2657,4,2,3,3,1982,33,2,1,,,6,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,4,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,7,,4,6,4,2,2,,,,,,,,,,,2,1,10,3,1,,6,3,1,,7
2658,3,1,3,10,1994,20,2,1,2,4,8,,,,,1,11,1,11,2013,5,2,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2658,1,1,1,3,1955,60,1,1,,,8,,,,,5,,,,,,,,,11,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,5,,3,1,4,1,,,84,1,,1,,1,1,42,2,,,,,,,,,,,7
2658,2,2,2,2,1962,53,1,1,,,8,,,,,5,,,,,,,,,11,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,5,,3,1,4,1,,,84,1,,1,,1,1,42,2,,,,,,,,,,,7
2658,4,1,3,10,1985,29,1,1,,,8,,,,,5,,,,,,,,,11,1,1,1,,1,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,3,6,4,1,,,64,1,,4,3,1,1,40,2,,,,,,,,,,,7
2658,5,2,4,12,1985,29,1,1,,,8,,,,,5,,,,,,,,,11,1,,1,,,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,3,6,4,2,1,5,64,1,,4,3,1,1,0,2,,,,,,,,,,,7
2658,6,1,5,10,2014,0,,1,,,,,,,,,,,,,,,,,11,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,1,4000,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2659,5,1,3,8,1996,18,2,1,2,4,5,,,,,1,16,,11,2014,5,2,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2659,1,1,1,1,1951,64,1,1,,,7,5,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,5,4,1,,,80,1,,4,3,1,3,80,2,,,,,,,,,,,7
2659,2,2,2,7,1954,61,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,5,4,1,,,85,1,,1,,1,1,40,2,,,,,,,,,,,7
2659,3,2,3,7,1978,37,2,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,2,,2,,,,,,,,,,,,,2,1,20000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,5,,4,5,4,2,2,,,,,,,,,,,4,1,1,5,3,6,,,1,,7
2659,4,1,3,8,1994,20,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,1,1,2,6,1,,2,6,0,2,,2,,,,,,,,,,30000,30000,1,50000,50000,1,280000,280000,1,120000,120000,1,2000,2000,1,6,,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,5,4,2,2,,,,,,,,,,,1,2,,,3,13,,,,,7
2660,1,1,1,4,1970,45,1,3,,,7,,,,,5,,,,,,,,,8,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,6,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,5,4,1,,,49,2,,4,3,1,3,70,2,,,,,,,,,,,7
2660,2,2,2,5,1975,40,1,3,,,7,,,,,5,,,,,,,,,8,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,6,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,5,4,1,,,47,2,,4,3,1,3,60,2,,,,,,,,,,,7
2660,3,1,3,8,1999,15,,1,,,4,,,,,5,,,,,,,,,8,1,,1,,,,,,,,,,,,,,2,5,1,1,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,6,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,2,,,3,13,,,,,7
2661,1,2,1,2,1934,81,3,3,,,5,5,,,,5,,,,,,,,,10,,,,,,,,,,,,,,,,,3,1,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,1,5000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,4,6,4,,,,,,,,,,,,,,,,,,,,,,,7
2662,1,2,1,1,1955,60,3,2,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,1,500,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,5,4,6,5,2,2,,,,,,,,,,,2,1,1,5,1,,7,3,1,,7
2662,2,1,3,2,1976,39,1,1,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,6,5,1,,,49,5,3,4,3,1,3,80,2,,,,,,,,,,,7
2662,3,2,4,3,1976,39,1,1,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,6,5,1,,,85,1,,1,,1,1,40,2,,,,,,,,,,,7
2662,4,1,5,9,1997,17,2,1,,,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,5,1,,1,5,0,2,,2,,,,,,,,,,20000,20000,1,50000,50000,1,,,,,,,1000,1000,1,6,,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,6,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,7
2662,5,1,5,10,2012,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2663,1,1,1,8,1951,63,1,1,,,7,5,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,2,5,4,6,4,2,2,,,,,,,,,,,3,1,10,3,1,,7,3,1,,7
2663,2,2,2,9,1956,58,1,1,,,7,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,1,1,500,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,2,5,4,6,2,2,2,,,,,,,,,,,2,1,1,5,1,,7,3,1,,7
2663,3,1,3,9,1978,36,1,1,,,5,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,4,,4,5,2,2,2,,,,,,,,,,,4,1,1,3,1,,7,3,1,,7
2663,4,2,4,2,1983,32,1,1,,,8,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,4,,4,5,2,2,2,,,,,,,,,,,4,2,,,1,,4,2,1,,7
2663,5,1,5,10,2005,9,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,4,1,1,1,1,,1,1,0,2,,2,,,,,,,,,,15000,15000,1,30000,30000,1,,,,,,,,,,1,1,5,,,,2,1,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,1,120,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2663,6,1,5,6,2008,7,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,0,2,,2,,,,,,,,,,10000,10000,1,30000,30000,1,,,,,,,,,,1,1,5,,,,2,1,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2663,7,1,3,6,1990,25,2,1,,,5,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,5,2,1,,,49,5,4,4,3,2,3,80,2,,,,,,,,,,,7
2664,1,1,1,7,1945,70,1,1,,,5,5,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,7,4,9,4,2,2,,,,,,,,,,,3,1,10,3,3,7,,,1,,7
2664,2,2,2,9,1958,56,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,7,4,6,4,1,,,86,1,,4,3,1,1,40,2,,,,,,,,,,,7
2664,3,1,3,9,1981,33,1,1,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,6,4,1,,,45,2,,4,3,1,1,40,2,,,,,,,,,,,7
2664,4,2,4,1,1988,27,1,2,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,6,4,2,2,,,,,,,,,,,2,2,,,3,7,,,1,,7
2664,5,1,5,2,2007,8,,1,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,2,1,1,1,1,,1,1,0,2,,2,,,,,,,,,,5000,5000,1,30000,30000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2664,6,1,5,2,2008,7,,1,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,0,2,,2,,,,,,,,,,5000,5000,1,30000,30000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,3,,2,,1,1,2,2,,0,0,0,,2,2,2,1,,1,6000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2665,1,1,1,9,1955,59,1,2,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,7,,,3,1,5,1,,,84,1,,1,,1,1,40,2,,,,,,,,,,,7
2665,2,2,2,1,1960,55,1,2,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,1,1,4,2,,0,0,0,,2,2,1,1,,1,3000,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,7,,,3,1,5,1,,,84,1,,1,,1,1,40,2,,,,,,,,,,,7
2665,3,1,3,1,1984,31,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,1,1,5,2,,0,0,0,,2,2,1,1,,1,3000,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,7,,,3,6,2,1,,,63,1,,4,3,1,1,40,2,,,,,,,,,,,7
2665,4,2,4,7,1985,30,1,2,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,6,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,7,,,3,6,2,1,,,63,1,,4,3,1,1,40,2,,,,,,,,,,,7
2665,5,1,3,9,1989,25,2,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,7,,,3,6,2,1,,,72,1,,1,,1,1,40,2,,,,,,,,,,,7
2666,1,2,1,12,1954,60,3,2,,,5,5,2,,,5,,,,,,,,,11,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,5,3,,5,8,5,2,2,,,,,,,,,,,3,1,1,5,3,13,,,,,7
2666,2,2,4,9,1983,31,4,2,,,5,,,,,5,,,,,,,,,11,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,3,,,5,4,5,2,2,,,,,,,,,,,2,2,,,3,9,,,1,,7
2666,3,1,5,12,2002,12,,1,,,3,19,,,,,,,,,,,,,11,1,,1,,,,,,,,,,,,,,2,3,1,1,2,1,,1,2,0,2,,2,,,,,,,,,,15000,15000,1,10000,10000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2666,4,2,5,10,2004,10,,1,,,3,19,,,,,,,,,,,,,11,1,,1,,,,,,,,,,,,,,1,4,1,1,1,1,,1,2,0,2,,2,,,,,,,,,,15000,15000,1,10000,10000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2666,5,1,5,3,2011,4,,1,,,,19,,,,,,,,,,,,,11,1,,1,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,1,2,2,,,,,,,1,0,1,19,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2667,1,2,1,1,1956,59,4,1,,,7,24,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,4,4,2,2,,,,,,,,,,,4,1,1,5,1,,1,5,1,,7
2667,2,1,3,10,1991,23,2,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,4,2,1,,,68,1,,4,3,1,3,54,2,,,,,,,,,,,7
2668,1,1,1,8,1964,50,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,5,,,3,5,5,1,,,47,3,1,4,3,1,3,70,2,,,,,,,,,,,7
2668,2,2,2,3,1970,45,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,5,,,3,5,5,1,,,47,1,,4,3,1,3,70,2,,,,,,,,,,,7
2668,3,2,3,10,1993,21,2,1,,,8,22,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,5,1,2,6,1,,2,6,0,2,,2,,,,,,,,,,15000,15000,1,25000,25000,1,350000,350000,1,,,,1000,1000,1,6,,5,,,,2,2,,,,,,,,,3,,2,,1,1,3,2,,0,0,5000,5000,2,2,2,1,,1,5000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,4,,,3,5,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,7
2668,4,1,3,2,2000,15,,1,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,1,1,3,1,,1,3,0,2,,2,,,,,,,,,,20000,20000,1,10000,10000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,2,,,3,13,,,,,7
2669,1,1,1,2,1985,30,1,5,,,4,,,,,5,,,,,,,,,8,1,,1,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,2,1,2,1,1,9,2,,0,0,0,5000,3,2,3,2,,1,10000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,7,2,1,,,47,1,,4,3,1,1,48,2,,,,,,,,,,,7
2669,2,2,2,8,1985,29,1,1,,,7,,,,,5,,,,,,,,,8,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,1,1,,1,3,2,5,,,0,0,0,0,,1,2,2,,,,,,,,,,,,,,3,,,4,7,2,2,1,5,47,1,,4,3,1,1,0,2,,,,,,,,,,,7
2669,3,2,3,7,2009,6,,1,,,1,,,,,,,,,,,,,,8,1,,1,,,,,,,,,,,,,,0,0,2,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2669,4,2,3,10,2014,0,,1,,,,,,,,,,,,,,,,,8,1,,1,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,5,1,1,2,2,,0,0,0,,2,2,2,1,,1,20000,2,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,2,1,0,1,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
